Kuwait,KWT,0.355177609
Kyrgyz Republic,KGZ,14.63787255
Lao PDR,LAO,17.93049843
Latvia,LVA,3.212086904
Lebanon,LBN,3.955399156
Lesotho,LSO,5.064363462
Liberia,LBR,35.91871498
Libya,LBY,2.415485153
Liechtenstein,LIE,
Lithuania,LTU,3.534358106
Luxembourg,LUX,0.261907197
"Macao SAR, China",MAC,
Madagascar,MDG,26.49303398
Malawi,MWI,23.84928703
Malaysia,MYS,9.113363845
Maldives,MDV,5.41343408
Mali,MLI,28.49681161
Malta,MLT,1.019836185
Marshall Islands,MHL,15.85708155
Mauritania,MRT,16.28260111
Mauritius,MUS,3.292653218
Mexico,MEX,3.024542776
"Micronesia, Fed. Sts.",FSM,26.94980434
Moldova,MDA,11.55036194
Monaco,MCO,
Mongolia,MNG,13.41406247
Montenegro,MNE,5.20960138
Morocco,MAR,12.35836619
Mozambique,MOZ,24.25290908
Myanmar,MMR,29.53372536
Namibia,NAM,7.821464901
Nauru,NRU,
Nepal,NPL,28.62265753
Netherlands,NLD,1.844742903
New Caledonia,NCL,1.713291467
New Zealand,NZL,7.029821142
Nicaragua,NIC,16.49091121
Niger,NER,32.23501073
Nigeria,NGA,20.75862283
North Macedonia,MKD,10.02747609
Northern Mariana Islands,MNP,
Norway,NOR,1.253035674
Oman,OMN,1.142265561
Pakistan,PAK,23.70759459
Palau,PLW,4.012759693
Panama,PAN,3.05395075
Papua New Guinea,PNG,19.26001935
Paraguay,PRY,12.86483958
Peru,PER,6.668310165
Philippines,PHL,12.4734251
Poland,POL,3.226525369
Portugal,PRT,2.041887065
Puerto Rico (US),PRI,0.826451928
Qatar,QAT,0.096078212
Romania,ROU,5.509725569
Russian Federation,RUS,2.993600488
Rwanda,RWA,24.92031675
Samoa,WSM,9.366986952
San Marino,SMR,
Sao Tome and Principe,STP,13.40696034
Saudi Arabia,SAU,2.147832871
Senegal,SEN,13.72488038
Serbia,SRB,6.299651917
Seychelles,SYC,2.712760347
Sierra Leone,SLE,30.12323225
Singapore,SGP,0.034375217
Sint Maarten (Dutch part),SXM,0.07646095
Slovak Republic,SVK,2.074325556
Slovenia,SVN,1.830770822
Solomon Islands,SLB,33.61802569
"Somalia, Fed. Rep.",SOM,
South Africa,ZAF,1.926849246
South Sudan,SSD,9.635809346
Spain,ESP,2.609462079
Sri Lanka,LKA,7.924604117
St. Kitts and Nevis,KNA,1.083734246
St. Lucia,LCA,2.623877441
St. Martin (French part),MAF,
St. Vincent and the Grenadines,VCT,6.543914227
Sudan,SDN,29.60763646
Suriname,SUR,8.485954891
Sweden,SWE,1.230625371
Switzerland,CHE,0.662533714
Syrian Arab Republic,SYR,25.10493037
Tajikistan,TJK,21.32088785
Tanzania,TZA,26.79086792
Thailand,THA,11.32221534
Timor-Leste,TLS,21.31999017
Togo,TGO,19.13954669
Tonga,TON,17.07330805
Trinidad and Tobago,TTO,0.712770738
Tunisia,TUN,7.969308648
Turkiye,TUR,6.649972614
Turkmenistan,TKM,8.474394207
Turks and Caicos Islands,TCA,0.531547685
Tuvalu,TUV,19.0145
Uganda,UGA,26.03032374
Ukraine,UKR,8.692305621
United Arab Emirates,ARE,0.631291645
United Kingdom,GBR,0.64089092
United States,USA,1.321084164
Uruguay,URY,7.616200627
Uzbekistan,UZB,27.81060182
Vanuatu,VUT,21.5212297
"Venezuela, RB",VEN,
Virgin Islands (U.S.),VIR,
West Bank and Gaza,PSE,7.598682994
"Yemen, Rep.",YEM,17.68498468
Zambia,ZMB,8.226523184
Zimbabwe,ZWE,7.145007395
Africa Eastern and Southern,AFE,11.49024715
Africa Western and Central,AFW,19.61969629
Arab World,ARB,4.764074133
Caribbean small states,CSS,3.794092237
Central Europe and the Baltics,CEB,3.404910437
Early-demographic dividend,EAR,10.08800614
East Asia & Pacific,EAS,6.012138077
East Asia & Pacific (excluding high income),EAP,9.614776902
East Asia & Pacific (IDA & IBRD countries),TEA,9.598549708
Euro area,EMU,1.568393213
Europe & Central Asia,ECS,2.125322417
Europe & Central Asia (excluding high income),ECA,7.760238678
Europe & Central Asia (IDA & IBRD countries),TEC,4.888326802
European Union,EUU,1.695181414
Fragile and conflict affected situations,FCS,17.13145568
Heavily indebted poor countries (HIPC),HPC,21.77045361
High income,HIC,1.534824102
IBRD only,IBD,7.973320836
IDA & IBRD total,IBT,8.891615527
IDA blend,IDB,20.6826082
IDA only,IDX,20.89986594
IDA total,IDA,20.78735829
Late-demographic dividend,LTE,6.684236947
Latin America & Caribbean,LCN,5.4397069
Latin America & Caribbean (excluding high income),LAC,4.740210163
Latin America & the Caribbean (IDA & IBRD countries),TLA,5.564054047
Least developed countries: UN classification,LDC,20.64707302
Low & middle income,LMY,9.491006582
Low income,LIC,23.15843076
Lower middle income,LMC,16.61906649
"Middle East, North Africa, Afghanistan & Pakistan",MEA,6.048240754
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,10.93734002
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,10.96087982
Middle income,MIC,9.291094909
North America,NAC,1.377349617
Not classified,INX,
OECD members,OED,1.632496243
Other small states,OSS,3.601834068
Pacific island small states,PSS,15.837316
Post-demographic dividend,PST,1.45210796
Pre-demographic dividend,PRE,16.80884958
Small states,SST,4.179433568
South Asia,SAS,16.7917604
South Asia (IDA & IBRD),TSA,16.7917604
Sub-Saharan Africa,SSF,15.25553009
Sub-Saharan Africa (excluding high income),SSA,14.5688321
Sub-Saharan Africa (IDA & IBRD countries),TSS,15.25553009
Upper middle income,UMC,7.54977229
World,WLD,4.181661748
