Guinea,GIN,29.47143977
Guinea-Bissau,GNB,38.50929337
Guyana,GUY,9.743620709
Haiti,HTI,17.45712992
Honduras,HND,11.97879484
"Hong Kong SAR, China",HKG,0.037909666
Hungary,HUN,2.92332183
Iceland,ISL,4.18531066
Indonesia,IDN,12.52942148
"Iran, Islamic Rep.",IRN,10.75087251
Iraq,IRQ,3.106031214
Ireland,IRL,0.84691071
Isle of Man,IMN,
Israel,ISR,1.286145939
Italy,ITA,1.859757696
Jamaica,JAM,7.782556512
Japan,JPN,0.937452749
Jordan,JOR,4.811978188
Kazakhstan,KAZ,3.825003114
Kenya,KEN,21.45220609
Kiribati,KIR,27.18700614
"Korea, Dem. People's Rep.",PRK,
"Korea, Rep.",KOR,1.447738714
Kosovo,XKX,7.220455476
Kuwait,KWT,0.468735596
Kyrgyz Republic,KGZ,9.492161082
Lao PDR,LAO,16.13905684
Latvia,LVA,3.933442794
Lebanon,LBN,0.966455367
Lesotho,LSO,6.639229348
Liberia,LBR,34.56500228
Libya,LBY,1.769277961
Liechtenstein,LIE,0.15939484
Lithuania,LTU,2.715391
Luxembourg,LUX,0.187252171
"Macao SAR, China",MAC,
Madagascar,MDG,22.40473889
Malawi,MWI,28.86938041
Malaysia,MYS,7.765309321
Maldives,MDV,5.081845654
Mali,MLI,32.21264074
Malta,MLT,0.053360848
Marshall Islands,MHL,18.9385363
Mauritania,MRT,19.16160765
Mauritius,MUS,4.012652863
Mexico,MEX,3.837549748
"Micronesia, Fed. Sts.",FSM,23.41165662
Moldova,MDA,7.084548485
Monaco,MCO,
Mongolia,MNG,9.920602813
Montenegro,MNE,3.769243372
Morocco,MAR,11.13117438
Mozambique,MOZ,25.37160086
Myanmar,MMR,22.72223097
Namibia,NAM,7.677657662
Nauru,NRU,
Nepal,NPL,21.29871311
Netherlands,NLD,1.75149243
New Caledonia,NCL,
New Zealand,NZL,
Nicaragua,NIC,15.32857463
Niger,NER,32.50582185
Nigeria,NGA,27.71829128
North Macedonia,MKD,6.230886698
Northern Mariana Islands,MNP,
Norway,NOR,2.080148441
Oman,OMN,2.415598509
Pakistan,PAK,23.4267036
Palau,PLW,3.040625215
Panama,PAN,2.496274912
Papua New Guinea,PNG,16.95959081
Paraguay,PRY,11.59007396
Peru,PER,7.240503999
Philippines,PHL,9.400366529
Poland,POL,2.765371095
Portugal,PRT,2.137210694
Puerto Rico (US),PRI,0.70561174
Qatar,QAT,0.28697742
Romania,ROU,3.324169099
Russian Federation,RUS,2.972235898
Rwanda,RWA,26.61212749
Samoa,WSM,9.85408517
San Marino,SMR,0.015093249
Sao Tome and Principe,STP,13.47850527
Saudi Arabia,SAU,2.457692991
Senegal,SEN,17.41125121
Serbia,SRB,3.786533961
Seychelles,SYC,2.496453356
Sierra Leone,SLE,29.05262023
Singapore,SGP,0.028849802
Sint Maarten (Dutch part),SXM,
Slovak Republic,SVK,2.125701535
Slovenia,SVN,1.531970144
Solomon Islands,SLB,30.52563799
"Somalia, Fed. Rep.",SOM,
South Africa,ZAF,2.535171123
South Sudan,SSD,
Spain,ESP,2.606223556
Sri Lanka,LKA,8.123912645
St. Kitts and Nevis,KNA,1.396714686
St. Lucia,LCA,1.125208605
St. Martin (French part),MAF,
St. Vincent and the Grenadines,VCT,4.200632806
Sudan,SDN,30.27567601
Suriname,SUR,7.161642392
Sweden,SWE,1.282282307
Switzerland,CHE,0.624912461
Syrian Arab Republic,SYR,
Tajikistan,TJK,22.85886211
Tanzania,TZA,23.68714738
Thailand,THA,8.562775987
Timor-Leste,TLS,17.17981133
Togo,TGO,21.30504824
Tonga,TON,18.95892569
Trinidad and Tobago,TTO,0.835855107
Tunisia,TUN,9.47367929
Turkiye,TUR,6.389845978
Turkmenistan,TKM,11.29165273
Turks and Caicos Islands,TCA,0.366825679
Tuvalu,TUV,
Uganda,UGA,24.08957469
Ukraine,UKR,7.551945463
United Arab Emirates,ARE,0.764068711
United Kingdom,GBR,0.64818085
United States,USA,
Uruguay,URY,6.091009398
Uzbekistan,UZB,20.1676496
Vanuatu,VUT,
"Venezuela, RB",VEN,
Virgin Islands (U.S.),VIR,
West Bank and Gaza,PSE,5.703752262
"Yemen, Rep.",YEM,
Zambia,ZMB,2.230120343
Zimbabwe,ZWE,11.4948694
Africa Eastern and Southern,AFE,15.33307283
Africa Western and Central,AFW,24.15288896
Arab World,ARB,4.968997375
Caribbean small states,CSS,3.509231071
Central Europe and the Baltics,CEB,2.682853886
Early-demographic dividend,EAR,10.70592957
East Asia & Pacific,EAS,5.63953652
East Asia & Pacific (excluding high income),EAP,7.565616038
East Asia & Pacific (IDA & IBRD countries),TEA,7.552877722
Euro area,EMU,1.531360528
Europe & Central Asia,ECS,2.011794338
Europe & Central Asia (excluding high income),ECA,7.055023636
Europe & Central Asia (IDA & IBRD countries),TEC,4.524351075
European Union,EUU,1.632687807
Fragile and conflict affected situations,FCS,22.2301509
Heavily indebted poor countries (HIPC),HPC,21.83049086
High income,HIC,1.282044523
IBRD only,IBD,7.739588676
IDA & IBRD total,IBT,8.643169845
IDA blend,IDB,22.93536879
IDA only,IDX,19.17215515
IDA total,IDA,20.75762547
Late-demographic dividend,LTE,6.063833264
Latin America & Caribbean,LCN,6.580201328
Latin America & Caribbean (excluding high income),LAC,5.720245542
Latin America & the Caribbean (IDA & IBRD countries),TLA,6.821721158
Least developed countries: UN classification,LDC,19.89613761
Low & middle income,LMY,8.942869989
Low income,LIC,25.45480268
Lower middle income,LMC,15.96797713
"Middle East, North Africa, Afghanistan & Pakistan",MEA,6.200119207
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,12.38598423
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,12.44361495
Middle income,MIC,8.755643381
North America,NAC,
Not classified,INX,
OECD members,OED,1.448664444
Other small states,OSS,2.939879987
Pacific island small states,PSS,16.86089087
Post-demographic dividend,PST,
Pre-demographic dividend,PRE,19.9360299
Small states,SST,3.641144244
South Asia,SAS,15.52504043
South Asia (IDA & IBRD),TSA,15.52504043
Sub-Saharan Africa,SSF,19.2369714
Sub-Saharan Africa (excluding high income),SSA,18.11565855
Sub-Saharan Africa (IDA & IBRD countries),TSS,19.2369714
Upper middle income,UMC,6.904246922
World,WLD,4.126613765
