Ghana,GHA,36.5454059
Gibraltar,GIB,
Greece,GRC,5.324054269
Greenland,GRL,17.87780223
Grenada,GRD,5.869748871
Guam,GUM,
Guatemala,GTM,13.4691279
Guinea,GIN,14.25165288
Guinea-Bissau,GNB,36.80986239
Guyana,GUY,32.11281097
Haiti,HTI,16.7201416
Honduras,HND,11.61409852
"Hong Kong SAR, China",HKG,0.075198799
Hungary,HUN,3.90627498
Iceland,ISL,6.349194397
Indonesia,IDN,15.18534822
"Iran, Islamic Rep.",IRN,7.451094561
Iraq,IRQ,8.405608293
Ireland,IRL,1.48000382
Isle of Man,IMN,
Israel,ISR,1.708175836
Italy,ITA,2.352381687
Jamaica,JAM,5.213862004
Japan,JPN,1.299028224
Jordan,JOR,2.466556919
Kazakhstan,KAZ,7.862206027
Kenya,KEN,25.80443937
Kiribati,KIR,22.04118369
"Korea, Dem. People's Rep.",PRK,
"Korea, Rep.",KOR,2.845363252
Kosovo,XKX,
Kuwait,KWT,0.454889537
Kyrgyz Republic,KGZ,33.62225264
Lao PDR,LAO,32.08611458
Latvia,LVA,4.102410527
Lebanon,LBN,5.486374897
Lesotho,LSO,6.346886124
Liberia,LBR,72.2403877
Libya,LBY,4.09220702
Liechtenstein,LIE,
Lithuania,LTU,4.416392983
Luxembourg,LUX,0.464237876
"Macao SAR, China",MAC,
Madagascar,MDG,32.02979096
Malawi,MWI,30.12817885
Malaysia,MYS,9.306085216
Maldives,MDV,5.311193055
Mali,MLI,22.99081481
Malta,MLT,1.919693942
Marshall Islands,MHL,6.867995897
Mauritania,MRT,24.17884985
Mauritius,MUS,5.108662836
Mexico,MEX,3.207355407
"Micronesia, Fed. Sts.",FSM,23.59250254
Moldova,MDA,18.3282016
Monaco,MCO,
Mongolia,MNG,18.43951721
Montenegro,MNE,9.914987339
Morocco,MAR,12.49186018
Mozambique,MOZ,22.72283054
Myanmar,MMR,50.62056086
Namibia,NAM,10.21534323
Nauru,NRU,
Nepal,NPL,35.10587509
Netherlands,NLD,2.067776136
New Caledonia,NCL,1.74345821
New Zealand,NZL,5.729332466
Nicaragua,NIC,15.62590256
Niger,NER,41.1955263
Nigeria,NGA,33.82706055
North Macedonia,MKD,11.53877645
Northern Mariana Islands,MNP,
Norway,NOR,1.256515167
Oman,OMN,1.929527555
Pakistan,PAK,22.15193734
Palau,PLW,3.856756826
Panama,PAN,6.719190328
Papua New Guinea,PNG,38.34858793
Paraguay,PRY,13.00894327
Peru,PER,7.312919344
Philippines,PHL,13.15094766
Poland,POL,2.691761539
Portugal,PRT,2.651180796
Puerto Rico (US),PRI,0.563162692
Qatar,QAT,0.234640393
Romania,ROU,11.91438409
Russian Federation,RUS,5.502946052
Rwanda,RWA,33.03536724
Samoa,WSM,10.98887754
San Marino,SMR,
Sao Tome and Principe,STP,
Saudi Arabia,SAU,4.471881761
Senegal,SEN,15.49109984
Serbia,SRB,7.029041121
Seychelles,SYC,2.461447811
Sierra Leone,SLE,46.90231735
Singapore,SGP,0.061134072
Sint Maarten (Dutch part),SXM,
Slovak Republic,SVK,1.670518802
Slovenia,SVN,2.216146573
Solomon Islands,SLB,35.82678342
"Somalia, Fed. Rep.",SOM,
South Africa,ZAF,2.653977529
South Sudan,SSD,
Spain,ESP,3.420777567
Sri Lanka,LKA,13.23051488
St. Kitts and Nevis,KNA,1.780050182
St. Lucia,LCA,
St. Martin (French part),MAF,
St. Vincent and the Grenadines,VCT,6.104876565
Sudan,SDN,38.41661101
Suriname,SUR,6.479723876
Sweden,SWE,1.711550635
Switzerland,CHE,0.836991886
Syrian Arab Republic,SYR,24.65547594
Tajikistan,TJK,24.19456462
Tanzania,TZA,24.91929265
Thailand,THA,9.441354958
Timor-Leste,TLS,24.87367469
Togo,TGO,14.57239158
Tonga,TON,19.16298151
Trinidad and Tobago,TTO,0.947884613
Tunisia,TUN,9.291497518
Turkiye,TUR,9.774259901
Turkmenistan,TKM,19.11960273
Turks and Caicos Islands,TCA,1.280013159
Tuvalu,TUV,16.29
Uganda,UGA,24.50702258
Ukraine,UKR,10.4995403
United Arab Emirates,ARE,1.927683933
United Kingdom,GBR,0.831206604
United States,USA,1.121047604
Uruguay,URY,9.638783006
Uzbekistan,UZB,28.46200731
Vanuatu,VUT,22.82888744
"Venezuela, RB",VEN,4.31314644
Virgin Islands (U.S.),VIR,
West Bank and Gaza,PSE,6.980846774
"Yemen, Rep.",YEM,13.74497197
Zambia,ZMB,15.61709962
Zimbabwe,ZWE,14.79364802
Africa Eastern and Southern,AFE,11.16103633
Africa Western and Central,AFW,27.51226389
Arab World,ARB,7.455845831
Caribbean small states,CSS,2.933777329
Central Europe and the Baltics,CEB,3.927758742
Early-demographic dividend,EAR,10.7036224
East Asia & Pacific,EAS,4.57780689
East Asia & Pacific (excluding high income),EAP,12.67979416
East Asia & Pacific (IDA & IBRD countries),TEA,12.65791342
Euro area,EMU,1.876214376
Europe & Central Asia,ECS,2.197150761
Europe & Central Asia (excluding high income),ECA,10.5588501
Europe & Central Asia (IDA & IBRD countries),TEC,7.325114381
European Union,EUU,1.9788228
Fragile and conflict affected situations,FCS,22.17039958
Heavily indebted poor countries (HIPC),HPC,24.69241598
High income,HIC,1.589106355
IBRD only,IBD,9.727556914
IDA & IBRD total,IBT,11.01188399
IDA blend,IDB,25.61872351
IDA only,IDX,24.31825303
IDA total,IDA,24.96796247
Late-demographic dividend,LTE,8.347709711
Latin America & Caribbean,LCN,6.193299928
Latin America & Caribbean (excluding high income),LAC,5.619149606
Latin America & the Caribbean (IDA & IBRD countries),TLA,6.469408184
Least developed countries: UN classification,LDC,24.37244363
Low & middle income,LMY,11.66078424
Low income,LIC,26.57327847
Lower middle income,LMC,19.66915944
"Middle East, North Africa, Afghanistan & Pakistan",MEA,7.687316992
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,12.44529629
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,12.48022832
Middle income,MIC,11.34215541
North America,NAC,1.188354631
Not classified,INX,
OECD members,OED,1.638433473
Other small states,OSS,4.693659123
Pacific island small states,PSS,16.12098101
Post-demographic dividend,PST,1.494179583
Pre-demographic dividend,PRE,25.39609673
Small states,SST,4.644038224
South Asia,SAS,19.55813719
South Asia (IDA & IBRD),TSA,19.55813719
Sub-Saharan Africa,SSF,17.20897485
Sub-Saharan Africa (excluding high income),SSA,16.9236815
Sub-Saharan Africa (IDA & IBRD countries),TSS,17.20897485
Upper middle income,UMC,8.899737686
World,WLD,3.309627008
